<DTYYYYMMDD>,<Ticker>,<Open>,<High>,<Low>,<Close>,<Volume>
2021-10-13,HPG,29.1726,29.3773,28.9167,29.0714,15582700
2021-10-13,HCM,18.4839,18.6279,18.1958,18.1994,3261400
2021-10-13,MSN,121.3926,121.3926,118.0894,118.1853,1139600
2021-10-13,FPT,49.5594,50.8109,49.3091,49.7612,3232500
2021-10-13,CMG,25.7602,26.1019,25.7602,25.9341,31100
2021-10-13,GMD,38.4154,38.87,37.9608,38.2653,3521700
2021-10-13,MWG,58.6089,59.4506,58.5203,59.3178,1892600
2021-10-13,NLG,33.9636,34.8963,33.8082,34.5897,3361000
2021-10-13,PNJ,45.5261,46.0675,44.8944,45.573,469200
2021-10-13,VNM,71.2894,71.5244,70.506,70.5889,3793100
2021-10-13,VHM,78.6996,78.6996,77.6308,77.728,5259700
2021-10-13,VCB,42.6159,42.6594,42.2241,42.2258,1426300
2021-10-13,VSC,13.7109,13.733,13.3786,13.513,356400
2021-10-13,SSI,24.9559,25.1669,24.7148,24.7161,7219600
2021-10-13,REE,33.5067,34.1546,33.5067,33.7854,712700
2021-10-13,POW,10.7558,10.7558,10.4617,10.5038,15189100
2021-10-13,TCB,24.5178,24.6103,24.194,24.2433,14188100
2021-10-14,MSN,118.172,118.9152,116.9333,117.3594,1426200
2021-10-14,CMG,26.0592,27.3408,26.0592,26.4041,65800
2021-10-14,FPT,49.7596,50.06,49.259,49.4609,1824200
2021-10-14,GMD,38.2639,39.4004,38.1123,38.7957,4930100
2021-10-14,HCM,18.2438,18.4839,18.2198,18.3194,2918400
2021-10-14,HPG,29.0702,29.3773,29.0191,29.0714,19279700
2021-10-14,HSG,28.3357,28.7481,28.2768,28.5452,10104000
2021-10-14,MWG,59.362,59.7164,58.476,59.1406,1925700
2021-10-14,NLG,35.2072,36.7616,34.974,36.2998,6194000
2021-10-14,PNJ,45.1651,46.0224,45.1651,45.573,583400
2021-10-14,VNM,70.6627,70.8977,70.1926,70.5105,2006400
2021-10-14,VHM,77.72,77.72,76.5542,76.6592,8587800
2021-10-14,VCB,42.2241,42.3112,41.7453,42.0952,1784700
2021-10-14,VSC,13.6223,13.6223,13.29,13.4022,1507800
2021-10-14,SSI,24.7148,25.0765,24.5038,24.7161,10561900
2021-10-14,REE,34.0158,34.0158,33.5993,33.7854,789800
2021-10-14,POW,10.5038,10.5878,10.4197,10.5038,13130000
2021-10-14,TCB,24.2865,24.5178,24.1477,24.2896,19788700
2021-10-15,MSN,117.4288,118.4197,116.4378,116.451,891600
2021-10-15,CMG,26.8282,26.8282,26.2301,26.4895,47100
2021-10-15,FPT,49.7596,50.1101,49.259,49.5109,1702500
2021-10-15,GMD,38.9458,39.1731,38.3396,38.5684,2379200
2021-10-15,HCM,18.4358,18.4839,18.2438,18.2714,2046800
2021-10-15,HPG,29.3261,29.5309,29.1726,29.3273,18520000
2021-10-15,HSG,28.6597,29.6317,28.6597,29.3112,15019100
2021-10-15,MWG,59.1405,59.2291,58.476,58.6533,827400
2021-10-15,VSC,13.4229,13.6001,13.29,13.4244,874300
2021-10-15,PNJ,45.5261,45.7517,45.3005,45.3474,514800
2021-10-15,POW,10.5038,10.5878,10.2517,10.3357,17266800
2021-10-15,REE,33.553,33.877,33.4142,33.7854,374400
2021-10-15,SSI,24.8354,24.9559,24.534,24.5654,6386300
2021-10-15,TCB,24.4715,24.4715,24.194,24.3358,11950400
2021-10-15,VCB,42.137,42.3547,42.0065,42.0081,731500
2021-10-15,VHM,76.6514,77.2343,75.8742,76.4649,5269100
2021-10-15,VNM,70.506,71.0544,70.1926,70.5105,3206000
2021-10-15,NLG,36.2952,36.8393,35.9844,36.2998,3439400
2021-10-18,HSG,29.5139,30.2208,29.2194,29.3701,10768800
2021-10-18,HPG,29.4797,29.8891,29.4285,29.6344,20737100
2021-10-18,HCM,18.4358,18.7479,18.2678,18.5595,3850500
2021-10-18,MSN,116.5204,118.9978,116.4378,118.1028,634000
2021-10-18,FPT,49.5594,50.06,49.3592,49.561,2264100
2021-10-18,CMG,26.4864,26.4864,25.7174,26.0623,34200
2021-10-18,GMD,38.6427,39.7793,38.5669,39.023,7102100
2021-10-18,MWG,58.5646,58.8747,57.9001,57.9002,1467200
2021-10-18,VSC,13.9324,14.3532,13.8438,14.3548,1369700
2021-10-18,PNJ,45.1651,45.5712,44.2176,44.6706,797900
2021-10-18,VNM,70.506,70.5843,69.8793,70.3538,2305800
2021-10-18,VHM,76.5542,77.2343,76.2628,76.6592,4542000
2021-10-18,VCB,41.9194,42.2241,41.3535,41.7904,1247900
2021-10-18,NLG,36.5673,38.7434,36.5673,38.4373,6302300
2021-10-18,SSI,24.5641,25.0765,24.2627,24.6257,11323100
2021-10-18,REE,33.7844,34.8026,33.3216,34.2482,600700
2021-10-18,POW,10.3345,10.5025,10.2925,10.3777,13404000
2021-10-18,TCB,24.6103,24.7954,24.379,24.4746,15018000
2021-10-19,MSN,118.6675,118.6675,116.3552,116.451,765000
2021-10-19,CMG,25.632,25.8456,25.333,25.5068,24500
2021-10-19,FPT,49.5594,49.8097,49.3592,49.3607,1534300
2021-10-19,GMD,39.1731,39.5519,38.7942,39.023,2729300
2021-10-19,HCM,18.6759,18.9159,18.5079,18.7036,3015600
2021-10-19,HPG,29.4797,29.6844,29.2238,29.2761,23720900
2021-10-19,HSG,29.2783,29.3961,28.8659,29.046,9681800
2021-10-19,MWG,57.5457,58.033,57.1913,57.4572,1151000
2021-10-19,NLG,38.2382,38.2382,37.6165,38.0875,4030300
2021-10-19,PNJ,44.6688,44.8493,44.2176,44.2193,540900
2021-10-19,VNM,70.3493,70.8977,70.3493,70.7456,5984500
2021-10-19,VHM,76.6514,77.5257,76.2628,77.145,5568400
2021-10-19,VCB,41.8323,42.0065,41.4406,41.9646,836300
2021-10-19,VSC,14.2868,14.3754,14.176,14.1776,622000
2021-10-19,SSI,24.7148,25.1368,24.5942,24.6559,8862700
2021-10-19,REE,34.2472,34.9414,33.8307,34.6185,485700
2021-10-19,POW,10.3357,10.5038,10.2937,10.3357,10371700
2021-10-19,TCB,24.4715,24.5178,24.0552,24.3821,14167300
2021-10-20,PNJ,44.4432,45.0749,43.8566,44.6706,809900
2021-10-20,VSC,14.2848,15.1553,14.2848,15.1151,1247500
2021-10-20,VNM,70.8194,70.976,69.7226,70.5105,3480500
2021-10-20,VHM,77.3394,77.3394,75.9791,76.5621,5507700
2021-10-20,VCB,41.9629,42.0935,40.9182,41.3551,1561000
2021-10-20,TCB,24.4253,24.9341,24.2865,24.6134,22695300
2021-10-20,SSI,24.6545,24.6847,24.0517,24.2942,13477800
2021-10-20,POW,10.3357,10.4197,10.1256,10.3357,13467100
2021-10-20,CMG,25.333,25.8456,25.333,25.4641,43300
2021-10-20,MSN,116.9333,118.4197,115.612,118.1853,987100
2021-10-20,MWG,57.5457,58.033,56.704,57.2357,1333900
2021-10-20,NLG,38.0828,40.259,38.0828,39.4089,7166300
2021-10-20,HPG,29.3773,29.4285,28.5584,29.1226,34660900
2021-10-20,HSG,29.1605,29.1899,28.4535,28.9871,10150400
2021-10-20,HCM,18.7239,18.7479,18.3398,18.5595,2485400
2021-10-20,GMD,39.0216,39.1731,37.9608,38.3411,3270800
2021-10-20,FPT,49.4092,49.8097,48.358,48.8601,2248600
2021-10-20,REE,34.8951,34.8951,34.0158,34.6648,355400
2021-10-21,HSG,29.1605,29.3961,28.807,29.105,8021300
2021-10-21,HPG,29.275,29.7868,28.9679,29.2761,39192300
2021-10-21,HCM,18.6279,18.6999,18.2198,18.2714,2779700
2021-10-21,MSN,118.0894,118.172,115.7772,115.7902,1085600
2021-10-21,FPT,49.259,49.3091,48.408,48.4096,2283600
2021-10-21,CMG,25.4611,26.1446,25.4611,26.0623,19300
2021-10-21,GMD,38.3396,38.3396,37.7335,37.9622,3902600
2021-10-21,MWG,57.2356,57.59,56.261,56.2611,1471700
2021-10-21,VSC,15.6017,15.624,15.1553,15.2491,558100
2021-10-21,PNJ,45.5712,45.5712,44.1725,44.2193,650000
2021-10-21,VNM,70.506,70.5843,69.8009,69.8054,2936500
2021-10-21,VHM,76.5542,76.6514,75.6799,75.6876,5861900
2021-10-21,VCB,41.5276,41.7888,40.9182,40.9198,1226100
2021-10-21,NLG,40.4144,41.1916,39.4818,39.6421,7094300
2021-10-21,SSI,24.3531,24.3833,23.9312,23.9325,10218000
2021-10-21,REE,34.6637,34.71,34.2472,34.6648,195800
2021-10-21,POW,10.3345,10.3345,10.1244,10.1256,13105800
2021-10-21,TCB,24.9804,24.9804,24.4715,24.4746,15317400
2021-10-22,PNJ,44.6237,44.6688,44.0371,44.6706,285500
2021-10-22,VNM,70.1143,70.8977,69.8793,70.9022,4487700
2021-10-22,VHM,75.9791,76.6592,75.7848,75.7848,4153100
2021-10-22,VCB,41.3535,41.3535,40.9182,41.0504,240000
2021-10-22,TCB,24.4715,24.5178,24.1477,24.197,11640600
2021-10-22,SSI,23.9312,24.0819,23.5393,23.631,11207400
2021-10-22,REE,34.6637,35.3116,34.3398,35.1738,548300
2021-10-22,VSC,15.2446,15.4231,15.1999,15.383,481700
2021-10-22,POW,10.1244,10.2504,10.0824,10.1676,10268400
2021-10-22,MWG,56.8369,56.8812,56.3053,56.5269,925700
2021-10-22,NLG,40.0258,42.1242,39.5595,42.1295,5733300
2021-10-22,HSG,29.2488,29.2488,28.7481,28.8693,7003700
2021-10-22,HPG,29.3773,29.582,29.0191,29.0202,19849100
2021-10-22,GMD,37.9608,38.0365,37.3546,37.6591,3895500
2021-10-22,HCM,18.3158,18.3158,18.0038,18.0073,3235700
2021-10-22,FPT,48.5582,48.7584,48.1077,48.1593,2023400
2021-10-22,CMG,26.0592,26.1446,25.4611,26.0195,32500
2021-10-22,MSN,116.1075,116.8507,115.6946,115.7077,466100
2021-10-25,SSI,23.5092,23.5695,22.9667,23.0885,15456100
2021-10-25,TCB,24.1015,24.1015,23.5001,23.5493,28527000
2021-10-25,VCB,41.7453,41.7453,40.9617,40.9633,800600
2021-10-25,REE,35.1265,35.5893,34.9414,35.1738,315300
2021-10-25,VNM,70.8977,70.976,70.4277,70.5889,2769500
2021-10-25,VSC,15.2446,15.2892,15.0214,15.0704,610800
2021-10-25,VHM,76.3678,77.4365,75.9791,76.2706,6781600
2021-10-25,PNJ,44.4432,45.3456,44.3078,44.7157,407700
2021-10-25,CMG,26.0165,26.0165,25.3757,25.635,49500
2021-10-25,NLG,42.1242,44.145,41.6579,41.974,5353200
2021-10-25,FPT,48.1577,48.1577,47.5069,47.5085,2938500
2021-10-25,GMD,37.5062,38.87,37.2788,37.8864,3030000
2021-10-25,HCM,18.0038,18.0278,17.5237,17.5271,3493300
2021-10-25,POW,10.2937,10.4197,10.1676,10.2937,13687600
2021-10-25,HPG,28.9167,29.0191,28.2002,28.2013,41605900
2021-10-25,MSN,118.0894,118.0894,115.9423,115.9554,575000
2021-10-25,MWG,56.704,57.5014,56.704,56.8813,926200
2021-10-25,HSG,28.807,28.8659,27.6877,27.6909,15542700
2021-10-26,CMG,25.4611,25.632,25.2048,25.4641,34300
2021-10-26,FPT,47.557,48.5081,47.2066,48.5097,1855700
2021-10-26,GMD,37.885,38.6427,37.3925,38.1895,2020100
2021-10-26,HCM,17.5237,18.0038,17.1156,17.7192,2068300
2021-10-26,HPG,28.0466,28.8143,27.7396,28.8155,27910500
2021-10-26,HSG,27.3932,28.159,27.0986,28.0739,9182200
2021-10-26,MWG,56.704,56.704,56.2167,56.7041,992900
2021-10-26,NLG,41.5802,42.6683,41.4248,42.5181,5184000
2021-10-26,MSN,116.8507,116.8507,114.621,115.2947,850200
2021-10-26,POW,10.2925,10.4185,10.1664,10.3777,8647600
2021-10-26,PNJ,44.4883,45.0749,44.2176,44.3547,536500
2021-10-26,VNM,70.506,70.6627,70.036,70.1971,1641200
2021-10-26,VHM,76.6514,77.04,76.2628,76.4649,2940100
2021-10-26,VCB,40.9617,41.1794,40.7441,40.9198,632000
2021-10-26,VSC,14.9544,15.9365,14.7535,15.8519,1122300
2021-10-26,SSI,23.0872,23.4188,22.9064,23.3899,8808900
2021-10-26,REE,34.8488,35.1728,34.0158,34.8036,401500
2021-10-26,TCB,23.315,23.5926,23.1069,23.5956,20157800
2021-10-27,MSN,115.612,122.1358,115.4468,121.2411,2012700
2021-10-27,CMG,25.4611,26.2728,25.2902,25.8486,58600
2021-10-27,FPT,48.4581,49.1589,48.3079,49.1605,2326700
2021-10-27,GMD,38.2639,39.0216,38.2639,38.7199,4309800
2021-10-27,HCM,17.7397,18.3398,17.7397,18.3194,2845100
2021-10-27,HPG,28.8143,29.6332,28.8143,29.6344,28938100
2021-10-27,HSG,28.2473,28.3946,27.9528,28.3096,7093900
2021-10-27,MWG,56.704,58.8747,56.704,58.4761,2063400
2021-10-27,VHM,76.6592,78.8939,76.6592,78.6996,8780700
2021-10-27,PNJ,44.353,46.0224,44.353,45.9791,850400
2021-10-27,POW,10.4185,10.5025,10.2925,10.4197,16021900
2021-10-27,REE,34.6637,35.3116,34.386,35.1738,547600
2021-10-27,SSI,23.5092,24.4134,23.4489,24.3544,12399100
2021-10-27,TCB,23.6851,23.9627,23.5463,23.8269,16750100
2021-10-27,VCB,41.1794,42.0065,41.0488,41.834,1428600
2021-10-27,VNM,70.506,70.976,70.271,70.8239,3549900
2021-10-27,NLG,43.4455,44.145,43.0569,43.9173,6463800
2021-10-27,VSC,15.8918,16.182,15.6686,15.8742,762400
2021-10-28,HSG,28.6303,28.6303,28.1295,28.2801,6865500
2021-10-28,HPG,29.6332,29.7868,29.3261,29.6856,21923800
2021-10-28,HCM,18.3878,18.7719,18.3878,18.5836,3468400
2021-10-28,CMG,26.2728,26.401,25.632,26.4041,73200
2021-10-28,FPT,49.1589,49.259,48.6583,49.0604,1644700
2021-10-28,MSN,121.2274,125.9345,118.9152,125.288,1754500
2021-10-28,GMD,38.7185,39.9308,38.6427,39.6292,6615400
2021-10-28,MWG,58.1659,58.6975,56.9255,58.4761,1189400
2021-10-28,VHM,78.9911,79.1854,78.2138,78.6996,5310000
2021-10-28,PNJ,46.0224,46.4736,45.5712,45.8437,628200
2021-10-28,NLG,44.0672,46.632,44.0672,46.4046,5318500
2021-10-28,VNM,70.8977,71.6811,70.8977,70.9806,4093700
2021-10-28,VCB,42.05,42.6159,41.8323,42.6175,1772600
2021-10-28,VSC,15.8026,15.9142,15.6686,15.8742,450000
2021-10-28,SSI,24.4134,24.9559,24.2627,24.5956,12968500
2021-10-28,REE,35.0802,35.5893,34.9414,35.1738,424400
2021-10-28,TCB,24.0552,24.1015,23.8239,23.9657,13859600
2021-10-28,POW,10.4605,10.8806,10.4605,10.7138,28317600
2021-10-29,CMG,26.9563,27.2981,26.7427,26.9168,84100
2021-10-29,FPT,49.0588,49.0588,48.5081,48.5097,2382700
2021-10-29,GMD,39.855,40.3096,39.1731,39.6292,3814500
2021-10-29,HCM,18.7239,18.7239,18.2438,18.3435,3250300
2021-10-29,HPG,29.6844,29.7356,29.2238,29.2249,23878000
2021-10-29,HSG,28.4535,28.5124,27.5993,27.9266,11471500
2021-10-29,MWG,58.2545,58.4317,57.9887,58.2103,1344400
2021-10-29,MSN,123.87,125.5216,121.8055,124.6273,1547000
2021-10-29,POW,10.7979,10.8399,10.5038,10.6298,15528700
2021-10-29,PNJ,45.6614,47.3309,45.5261,46.9266,1676200
2021-10-29,VSC,15.8472,15.8472,15.6686,15.7402,665100
2021-10-29,VNM,70.976,71.2894,70.741,71.0589,3748500
2021-10-29,VHM,78.8939,83.0718,78.8939,83.0718,15578000
2021-10-29,NLG,47.2538,47.8755,45.0776,45.0832,7832400
2021-10-29,TCB,24.0089,24.0552,23.7314,23.8732,12744400
2021-10-29,SSI,24.6244,24.7148,24.2326,24.4147,11708600
2021-10-29,REE,35.2191,35.5893,34.6174,34.6185,564000
2021-10-29,VCB,42.3547,42.8335,42.1806,42.6611,1263800
2021-11-01,CMG,28.1952,28.1952,26.9136,27.344,76500
2021-11-01,FPT,48.7584,48.7584,47.8574,47.959,2855800
2021-11-01,GMD,40.0823,40.0823,38.87,39.0988,3998900
2021-11-01,HCM,18.4839,19.06,18.3878,18.9677,5864200
2021-11-01,HPG,29.2238,29.2238,28.5073,28.5084,45218500
2021-11-01,HSG,27.9823,28.0412,27.0102,27.1018,17399100
2021-11-01,MSN,123.87,123.9526,119.8236,120.1675,1668800
2021-11-01,MWG,58.2545,58.3874,57.147,57.5901,1140200
2021-11-01,NLG,46.632,46.9429,44.0672,45.2387,7326000
2021-11-01,POW,10.9226,11.1747,10.8386,11.0079,32971900
2021-11-01,VSC,15.7579,16.0704,15.7579,15.9635,1001000
2021-11-01,VNM,71.1327,71.5244,70.3493,70.5105,5083800
2021-11-01,VHM,83.5576,84.432,81.6144,81.9059,9723600
2021-11-01,PNJ,46.9248,47.1955,45.5712,45.6181,679600
2021-11-01,TCB,23.9164,24.2865,23.8239,23.8732,25398000
2021-11-01,SSI,24.4737,25.197,24.4134,24.9573,23755600
2021-11-01,REE,34.1546,34.5712,32.4886,33.3226,1664800
2021-11-01,VCB,42.7029,42.7465,42.2241,42.2258,1057500
2021-11-02,REE,33.3216,33.7844,32.9051,33.4614,518300
2021-11-02,VSC,16.0481,16.0481,15.8695,15.9635,642200
2021-11-02,VNM,70.506,70.506,69.7226,69.8838,4888900
2021-11-02,VHM,82.003,82.7803,81.9059,82.586,5784000
2021-11-02,VCB,42.3982,42.6594,42.3547,42.6175,808300
2021-11-02,TCB,23.9627,23.9627,23.8239,23.8732,15468300
2021-11-02,SSI,25.0162,25.619,24.9559,25.53,18597700
2021-11-02,PNJ,45.9773,47.376,45.481,47.3779,509200
2021-11-02,POW,11.0079,11.0079,10.7979,10.7979,20217000
2021-11-02,MSN,120.1539,122.7965,120.0713,120.1675,1021800
2021-11-02,GMD,39.0973,39.6277,39.0216,39.4019,3912400
2021-11-02,FPT,47.8073,48.5582,47.8073,48.1092,2109100
2021-11-02,HCM,18.964,19.396,18.964,19.3519,4351000
2021-11-02,CMG,27.2981,27.3835,26.7,27.2586,73400
2021-11-02,HPG,28.4049,28.8655,28.2514,28.406,25669500
2021-11-02,NLG,45.6994,48.3418,45.3108,48.3478,7195500
2021-11-02,MWG,56.9255,57.5457,56.9255,57.1028,866800
2021-11-02,HSG,27.0986,27.6582,26.8924,26.9839,11151200
2021-11-03,REE,33.6918,33.7844,32.8588,33.4614,596800
2021-11-03,VSC,16.0704,16.3382,15.8695,16.0751,708600
2021-11-03,VHM,82.6747,83.0633,80.2459,80.5456,11230500
2021-11-03,VNM,69.8009,70.1143,69.0959,69.1003,5547900
2021-11-03,VCB,42.5288,43.0076,42.3547,42.9658,1830000
2021-11-03,TCB,24.194,25.0729,24.0552,24.8448,39738000
2021-11-03,SSI,25.7697,25.83,24.9559,25.1381,18570100
2021-11-03,PNJ,46.8797,47.2858,45.9322,47.1523,938700
2021-11-03,CMG,26.3155,27.2981,26.3155,26.6604,124500
2021-11-03,NLG,51.1398,51.2175,44.9999,45.0055,10590800
2021-11-03,MSN,120.1539,122.2184,118.9152,120.1675,1352400
2021-11-03,MWG,57.1027,57.59,56.4825,57.0585,1405000
2021-11-03,HSG,27.0986,27.2164,26.215,26.4831,15160400
2021-11-03,HPG,28.7632,28.8143,28.3025,28.4572,29867100
2021-11-03,HCM,19.4921,19.6361,18.964,19.0878,4936100
2021-11-03,GMD,39.4004,39.7793,38.3396,38.3411,4239100
2021-11-03,FPT,48.1577,48.408,47.6571,48.1092,2680100
2021-11-03,POW,10.8399,10.8819,10.5458,10.5878,22282500
2021-11-04,SSI,25.197,26.4629,25.1368,25.9218,24896200
2021-11-04,TCB,24.8416,25.0729,24.4253,24.6597,18683600
2021-11-04,VCB,42.9641,43.0076,42.3112,42.8352,989400
2021-11-04,REE,33.1365,33.4142,32.6274,32.7672,646900
2021-11-04,VNM,69.2526,69.4876,69.0175,69.257,2513000
2021-11-04,VSC,16.0258,16.0481,15.7356,15.8519,575400
2021-11-04,VHM,80.1488,81.1203,79.4687,80.3513,8241100
2021-11-04,PNJ,47.2858,47.376,46.0224,46.9266,672700
2021-11-04,CMG,26.8709,26.8709,26.4864,26.874,43800
2021-11-04,NLG,45.1553,47.7978,44.689,46.7155,6550000
2021-11-04,FPT,48.1077,48.4581,47.9074,48.0591,1761300
2021-11-04,GMD,38.4912,39.0216,38.0365,38.5684,2745300
2021-11-04,HCM,19.156,20.3082,19.132,20.0962,7655400
2021-11-04,POW,10.5878,10.7558,10.5038,10.6298,12984900
2021-11-04,HPG,28.4561,29.1214,28.4561,28.8155,14849100
2021-11-04,MWG,56.9255,57.8558,56.704,57.5458,950100
2021-11-04,MSN,120.4016,123.4571,119.741,122.1496,1148200
2021-11-04,HSG,26.5095,27.2164,26.215,26.9839,7431300
2021-11-05,PNJ,46.9248,48.7296,45.9322,48.7315,926500
2021-11-05,VSC,15.8472,16.4052,15.8249,16.1868,1121500
2021-11-05,VHM,79.8655,80.4485,79.2826,79.6712,8244100
2021-11-05,VCB,42.4418,43.0947,42.2241,42.4434,1126300
2021-11-05,TCB,24.7491,24.7491,24.379,24.5209,13453700
2021-11-05,SSI,26.1012,26.1615,25.7998,25.8615,14206300
2021-11-05,REE,32.396,33.0902,32.396,32.9061,660600
2021-11-05,VNM,69.4092,70.036,69.3309,69.8838,2654600
2021-11-05,POW,10.6718,11.092,10.6718,10.9239,19544900
2021-11-05,MSN,122.2184,123.7874,121.5578,122.067,1235600
2021-11-05,MWG,58.919,58.919,58.033,58.4761,1635800
2021-11-05,HPG,28.8143,29.1726,28.5073,28.969,19377600
2021-11-05,HSG,27.1575,27.6877,26.6862,27.3669,8028000
2021-11-05,GMD,38.7185,38.9458,38.2639,38.6442,2472800
2021-11-05,HCM,20.3562,20.3562,20.0922,20.2162,4664500
2021-11-05,FPT,48.1577,48.9587,48.0576,48.8601,2169900
2021-11-05,CMG,26.8709,27.1272,26.6146,27.1304,63100
2021-11-05,NLG,46.7097,47.176,45.4662,45.6273,6524200
2021-11-08,SSI,26.1012,27.0959,25.9807,26.8261,31640500
2021-11-08,TCB,24.4253,24.6566,24.194,24.3358,21189500
2021-11-08,VCB,42.7029,42.8335,42.4418,42.7481,1184200
2021-11-08,REE,33.0902,33.4142,32.9051,33.3226,639900
2021-11-08,VHM,80.1488,80.6345,79.1773,80.0598,8203200
2021-11-08,VSC,17.3004,17.3004,17.3004,17.3041,238500
2021-11-08,VNM,70.271,71.3677,70.1926,71.1373,6171800
2021-11-08,PNJ,48.5491,49.1357,48.1882,48.7315,422300
2021-11-08,POW,10.9646,11.2167,10.9226,11.0079,19732600
2021-11-08,MSN,123.87,126.0171,122.879,125.5358,1877000
2021-11-08,FPT,48.8586,49.3091,48.7084,48.76,1687900
2021-11-08,GMD,38.6427,40.0066,38.6427,39.5534,5149200
2021-11-08,HCM,20.3562,21.3164,20.3082,21.1286,7394500
2021-11-08,CMG,27.1699,27.5544,27.1272,27.4722,41200
2021-11-08,HPG,29.1214,29.1726,28.7632,29.0714,21255400
2021-11-08,NLG,45.6216,47.7201,44.9222,47.2596,4919500
2021-11-08,MWG,58.476,58.919,58.2988,58.2989,1126300
2021-11-08,HSG,27.3932,27.5699,26.9513,27.1312,7477600
2021-11-09,REE,33.3216,33.9695,33.229,33.3226,655700
2021-11-09,VNM,71.2894,71.3677,70.271,70.3538,3695000
2021-11-09,VSC,18.34,18.34,17.4574,18.1673,1438200
2021-11-09,VHM,80.157,82.1002,79.6712,80.6428,8139200
2021-11-09,VCB,42.6594,42.9206,42.2241,42.2693,1377600
2021-11-09,TCB,24.5178,24.6566,24.194,24.197,21533900
2021-11-09,SSI,26.8246,27.0054,26.4026,26.7055,16144000
2021-11-09,PNJ,48.7296,48.865,47.6016,47.8291,719600
2021-11-09,POW,10.9659,11.0499,10.7979,10.7979,15214600
2021-11-09,NLG,47.6424,48.575,47.2538,47.726,5162000
2021-11-09,FPT,48.8085,48.8586,48.0576,48.2594,1845900
2021-11-09,GMD,40.3096,41.5977,40.0066,41.2962,8318100
2021-11-09,HPG,29.0702,29.4797,28.8655,28.9178,24717300
2021-11-09,CMG,27.768,27.9816,27.4262,27.7713,39000
2021-11-09,HSG,27.2164,27.3932,26.8924,26.8956,6462000
2021-11-09,MWG,58.3874,58.476,57.59,57.5901,1048900
2021-11-09,MSN,126.2648,126.2648,121.9707,122.067,1478500
2021-11-09,HCM,21.2204,21.2444,20.6443,20.8645,4475000
2021-11-10,REE,33.3679,33.3679,32.7662,32.7672,690500
2021-11-10,VNM,70.506,70.5843,69.9576,70.2755,2666100
2021-11-10,VSC,17.9673,17.9673,17.6731,17.7553,867600
2021-11-10,VHM,81.0314,81.1286,80.2542,80.2542,4154800
2021-11-10,VCB,42.2676,42.7465,42.137,42.4869,857100
2021-11-10,TCB,24.3328,24.379,23.8702,23.9194,19484600
2021-11-10,SSI,26.8246,27.548,26.704,26.9466,19738700
2021-11-10,POW,10.8386,11.1747,10.7966,11.0079,23014100
2021-11-10,CMG,27.9816,27.9816,27.1272,27.6858,65500
2021-11-10,NLG,47.7978,48.575,46.8652,47.5706,4841000
2021-11-10,MWG,57.59,58.2545,57.3685,58.2546,765400
2021-11-10,MSN,122.2184,123.7048,121.31,121.9844,1317500
2021-11-10,HSG,26.7451,26.8924,26.156,26.218,13011400
2021-11-10,HPG,28.9167,28.9679,28.2514,28.3036,43376600
2021-11-10,GMD,41.2947,41.5977,40.7643,41.1447,2920000
2021-11-10,HCM,21.0284,21.4605,20.8603,21.1286,4641800
2021-11-10,FPT,48.2578,48.5582,48.0075,48.5597,1592400
2021-11-10,PNJ,47.6467,48.0979,45.12,46.4754,690000
2021-11-11,SSI,26.9753,27.4274,26.0711,26.6151,24636000
2021-11-11,TCB,23.9164,24.2402,23.4538,23.8269,21838500
2021-11-11,VCB,42.5723,43.2253,42.2241,42.7917,1115600
2021-11-11,REE,32.6274,33.3216,32.4423,32.7672,766000
2021-11-11,VNM,70.3493,70.8194,69.9576,70.1971,3380600
2021-11-11,VSC,17.6927,18.242,17.4966,18.0496,596200
2021-11-11,VHM,80.3513,80.4485,79.0882,79.1854,9431300
2021-11-11,PNJ,47.737,49.7222,46.248,47.1523,1052700
2021-11-11,POW,11.0499,11.134,10.7979,10.8399,16964600
2021-11-11,NLG,48.1864,50.8289,48.1864,50.8352,7545400
2021-11-11,FPT,48.5582,49.0588,47.9575,48.0591,2122200
2021-11-11,GMD,40.6885,41.2947,40.1581,40.5385,4234800
2021-11-11,HCM,21.2204,21.4845,20.4043,21.0566,6076800
2021-11-11,CMG,27.5544,27.5544,25.7602,27.344,61700
2021-11-11,HSG,25.9793,26.156,25.3313,25.6289,14606600
2021-11-11,MWG,58.2545,60.248,57.8115,59.8051,4441400
2021-11-11,MSN,122.879,124.6958,120.5668,121.3237,1740900
2021-11-11,HPG,28.149,28.3025,27.4325,27.6383,54292800
2021-11-12,REE,32.7662,33.7844,32.6274,33.7854,473900
2021-11-12,VSC,17.9281,17.9673,17.4181,17.5788,810600
2021-11-12,VHM,79.2826,79.6712,78.5053,79.6712,5317400
2021-11-12,VNM,70.506,70.5843,69.8009,69.9621,2120400
2021-11-12,VCB,42.79,42.79,42.4418,42.7481,614800
2021-11-12,TCB,23.7776,24.379,23.6389,24.2896,12719800
2021-11-12,SSI,26.7643,27.2466,26.5533,26.8863,12313600
2021-11-12,PNJ,47.1504,49.632,46.6992,49.5888,826300
2021-11-12,POW,10.7979,11.0499,10.7979,10.8819,12660300
