<DTYYYYMMDD>,<Ticker>,<Open>,<High>,<Low>,<Close>,<Volume>
2021-09-10,MWG,52.717,52.8499,51.8753,52.6728,922100
2021-09-10,NLG,34.7408,34.7408,33.9248,34.2011,1685200
2021-09-10,PNJ,40.8787,42.4128,40.608,42.4145,1067200
2021-09-10,VNM,66.7457,68.1558,66.589,67.7684,3962100
2021-09-10,VHM,79.5744,80.2375,79.206,79.2126,15193100
2021-09-10,VCB,43.4429,43.4429,42.9206,43.1835,857800
2021-09-10,VSC,14.1317,15.1063,14.1317,15.108,248000
2021-09-10,SSI,26.5232,26.704,26.2821,26.4041,10409900
2021-09-10,REE,30.5448,30.8688,30.1283,30.4994,619500
2021-09-10,POW,9.9593,10.2073,9.9593,10.0009,7819800
2021-09-10,TCB,23.0375,23.0375,22.6674,22.8091,7222000
2021-09-13,MSN,108.1798,109.0056,107.4366,107.8617,1264400
2021-09-13,CMG,23.4106,24.0514,23.3251,23.926,58700
2021-09-13,FPT,46.8562,47.0564,46.5057,46.5573,1600000
2021-09-13,GMD,38.6427,39.7793,37.7713,39.4019,4764600
2021-09-13,HCM,20.1355,20.1721,19.3301,19.5157,8950400
2021-09-13,HPG,26.3577,26.3577,25.9483,26.0005,27227400
2021-09-13,HSG,26.5095,26.6273,25.7142,25.8056,13719500
2021-09-13,MWG,52.6727,55.375,52.6284,55.3751,2267600
2021-09-13,VSC,16.0588,16.0588,15.5272,15.9498,360900
2021-09-13,PNJ,41.9616,42.4128,41.1494,41.512,481000
2021-09-13,POW,10.0007,10.042,9.794,9.7943,10403000
2021-09-13,REE,30.4985,30.4985,29.758,29.8515,932400
2021-09-13,SSI,26.4026,26.4026,25.7396,26.2835,12043700
2021-09-13,TCB,22.7368,22.8756,22.6211,22.6471,6802200
2021-09-13,VCB,43.0076,43.0947,42.7029,42.7046,1043100
2021-09-13,VHM,79.5744,79.6481,78.6902,78.8442,9821600
2021-09-13,VNM,67.7641,68.4692,67.6074,68.3169,2956200
2021-09-13,NLG,33.8859,34.1968,33.4585,33.5792,1692100
2021-09-14,SSI,25.9807,26.1012,25.619,25.6204,8359100
2021-09-14,TCB,22.6443,22.7137,22.4361,22.4389,6142500
2021-09-14,VCB,42.7029,42.8771,42.2241,42.7917,1230500
2021-09-14,REE,29.8043,30.082,29.3878,30.0366,984100
2021-09-14,VHM,78.8376,79.8691,78.6166,78.8442,10966200
2021-09-14,VSC,15.948,15.948,15.062,15.1744,116000
2021-09-14,VNM,68.3125,68.3908,67.8424,68.1602,2482900
2021-09-14,PNJ,41.4653,41.5104,40.1568,40.1584,840700
2021-09-14,POW,9.7527,9.918,9.4634,9.505,15831400
2021-09-14,NLG,33.575,33.6528,32.6424,32.7242,2179400
2021-09-14,FPT,46.706,47.4068,46.5558,46.9578,2523200
2021-09-14,GMD,39.5519,39.7793,38.6427,38.9473,1919700
2021-09-14,HPG,25.9994,26.1018,25.6924,25.7445,22432900
2021-09-14,CMG,24.3504,25.5893,24.3077,25.5923,256700
2021-09-14,HSG,25.7142,26.1855,25.7142,25.7761,10042200
2021-09-14,MWG,54.932,55.2864,54.0903,55.1536,1073100
2021-09-14,MSN,108.8404,112.0611,108.0146,111.9086,2566900
2021-09-14,HCM,19.4765,19.6596,18.8542,18.8567,5436300
2021-09-15,POW,9.5048,9.794,9.5048,9.7529,6169800
2021-09-15,VSC,15.1728,15.1728,14.8184,15.0637,92800
2021-09-15,VHM,79.9545,81.1203,78.4001,79.574,9287400
2021-09-15,VNM,67.9991,67.9991,67.4507,67.4551,2425000
2021-09-15,VCB,42.79,42.79,42.2676,42.2693,798500
2021-09-15,TCB,22.2973,22.5749,22.2511,22.3927,5037600
2021-09-15,SSI,25.3176,26.0108,25.2573,25.8615,7744800
2021-09-15,REE,29.8506,30.3134,29.4804,30.0829,666900
2021-09-15,PNJ,39.9312,41.4653,39.9312,41.4669,540600
2021-09-15,NLG,32.7201,33.303,32.4092,33.1128,1469200
2021-09-15,FPT,46.9563,47.2566,46.706,47.108,1690100
2021-09-15,HCM,18.7809,19.5864,18.7443,19.4425,2916400
2021-09-15,GMD,38.87,39.4004,38.6427,38.9473,1554100
2021-09-15,CMG,26.4864,27.3408,25.7602,26.1477,227100
2021-09-15,HSG,25.6848,27.5699,25.5375,27.5437,20484800
2021-09-15,MWG,54.7105,55.375,54.4004,55.1979,728800
2021-09-15,MSN,111.483,119.6584,111.483,119.6719,2796100
2021-09-15,HPG,25.6412,26.6136,25.5388,26.4099,25908900
2021-09-16,MSN,121.3926,123.87,119.9062,123.7188,2286500
2021-09-16,CMG,26.9136,26.9136,25.632,25.8059,113800
2021-09-16,FPT,47.2566,47.557,47.1565,47.4083,1924700
2021-09-16,GMD,38.9458,40.1581,38.7942,40.0839,4854000
2021-09-16,HCM,19.4033,19.5131,19.1104,19.113,2486700
2021-09-16,HPG,26.6136,26.7671,26.2553,26.2564,17982000
2021-09-16,HSG,27.7466,28.2179,27.187,27.6909,12883200
2021-09-16,MWG,55.1535,55.1535,54.4004,54.7549,778300
2021-09-16,VSC,15.0842,15.0842,14.5969,15.0637,140500
2021-09-16,PNJ,41.2397,41.9616,41.0592,41.9633,642200
2021-09-16,POW,9.794,9.8354,9.6287,9.7529,6024200
2021-09-16,REE,30.082,30.4522,29.8506,30.0829,720500
2021-09-16,SSI,25.9505,26.041,25.5286,25.6204,4853700
2021-09-16,TCB,22.6211,22.7368,22.4824,22.7165,5523500
2021-09-16,VCB,43.0512,43.0512,42.4418,42.7046,570400
2021-09-16,VHM,79.6712,80.157,77.728,77.8252,7925100
2021-09-16,VNM,67.7641,67.7641,67.2941,67.6901,1825400
2021-09-16,NLG,32.8756,33.575,32.8367,33.4238,1639100
2021-09-17,HSG,27.6877,28.4535,27.4815,27.6909,15784200
2021-09-17,HPG,26.3065,26.6136,26.2553,26.5123,24548600
2021-09-17,HCM,19.3301,19.806,19.1836,19.6622,4207700
2021-09-17,MSN,122.2184,123.4571,120.1539,120.5804,2389800
2021-09-17,FPT,47.8073,48.5582,47.7572,47.9089,3325700
2021-09-17,CMG,26.0592,26.401,25.6747,25.8059,68200
2021-09-17,GMD,40.4612,40.4612,39.7035,39.8565,1842900
2021-09-17,MWG,54.7548,54.932,54.1346,54.4891,919200
2021-09-17,VSC,15.0399,15.062,14.7298,15.0637,243600
2021-09-17,PNJ,41.9616,41.9616,41.1494,41.7376,346700
2021-09-17,VNM,67.6858,69.2526,67.6074,67.7684,5292600
2021-09-17,VHM,77.8172,79.1773,77.3314,78.8939,6873600
2021-09-17,VCB,42.4418,42.8335,42.3112,42.3128,1002200
2021-09-17,NLG,33.3419,34.1968,33.3419,33.929,1709000
2021-09-17,SSI,25.6491,26.4931,25.4984,25.9218,14047100
2021-09-17,REE,30.082,31.7018,30.082,30.9622,2313500
2021-09-17,POW,9.8354,10.042,9.6701,9.7116,15584500
2021-09-17,TCB,22.7599,23.0837,22.7599,23.0173,8274500
2021-09-20,MSN,120.6494,122.6313,118.0894,118.1028,1053000
2021-09-20,CMG,25.8456,27.5544,25.7174,26.874,118400
2021-09-20,FPT,48.0576,48.1577,47.1065,47.2581,2526100
2021-09-20,GMD,40.1581,40.1581,38.4912,38.5684,3815300
2021-09-20,HCM,19.9158,20.0989,19.5131,19.8087,5265100
2021-09-20,HPG,26.8183,26.8183,26.0506,26.2564,32328300
2021-09-20,HSG,27.9823,28.0412,26.5095,26.5126,21363000
2021-09-20,MWG,55.3307,56.261,53.7802,54.4891,1370300
2021-09-20,NLG,34.43,34.43,32.8756,32.9962,2255000
2021-09-20,PNJ,41.5104,41.5104,40.9238,41.0608,440100
2021-09-20,VNM,68.6258,69.8009,68.3908,69.492,5447700
2021-09-20,VHM,78.4972,78.7887,77.6229,77.6308,5456900
2021-09-20,VCB,42.3547,43.9653,42.3547,43.3576,1277900
2021-09-20,VSC,15.062,15.062,14.619,14.8421,132100
2021-09-20,SSI,26.3424,26.3725,25.7697,25.8012,7586000
2021-09-20,REE,31.1002,31.1002,30.3134,30.3606,1060000
2021-09-20,POW,9.8767,9.918,9.6701,9.7116,9918000
2021-09-20,TCB,23.3613,23.8702,23.1763,23.4568,13074700
2021-09-21,MSN,116.4378,119.741,116.4378,118.5157,1328900
2021-09-21,CMG,26.4864,26.7,25.7174,26.4041,100600
2021-09-21,FPT,46.756,47.0564,46.3055,46.8076,2697100
2021-09-21,GMD,37.9608,38.7942,37.5062,37.7349,5013100
2021-09-21,HCM,19.5131,19.7694,19.1836,19.3693,3694200
2021-09-21,HPG,25.8971,26.2042,25.6924,26.0005,28847000
2021-09-21,HSG,25.9204,27.5699,25.9204,27.5142,17539300
2021-09-21,MWG,53.6473,55.5965,53.6473,54.8435,1328400
2021-09-21,VSC,14.7741,14.7741,14.1539,14.5098,174300
2021-09-21,PNJ,40.4726,41.0592,40.247,40.6547,494900
2021-09-21,POW,9.5874,9.7114,9.5048,9.6289,10082200
2021-09-21,REE,29.758,30.5448,29.7118,30.5457,1033200
2021-09-21,SSI,25.619,25.7396,25.197,25.3793,9068100
2021-09-21,TCB,23.1763,23.5463,23.0144,23.318,10058100
2021-09-21,VCB,43.3124,43.4429,42.6594,42.6611,862000
2021-09-21,VHM,76.2706,77.5337,73.9388,75.299,13434500
2021-09-21,VNM,68.9392,69.6443,68.7042,69.5704,3096300
2021-09-21,NLG,32.6035,32.7978,31.8652,32.5687,3256700
2021-09-22,HSG,27.5699,27.7466,27.1575,27.4553,6844100
2021-09-22,HPG,25.9994,26.153,25.8971,26.0516,13143800
2021-09-22,HCM,19.5497,19.623,19.2935,19.4425,2666000
2021-09-22,MSN,119.741,123.0442,118.5023,121.4063,859600
2021-09-22,FPT,46.6559,46.756,46.4056,46.6574,2027200
2021-09-22,CMG,27.2126,27.5544,26.4864,27.4295,59600
2021-09-22,GMD,37.9608,38.1881,37.6577,38.038,2261500
2021-09-22,MWG,54.932,55.9952,54.8877,55.6852,1293000
2021-09-22,VSC,14.3089,14.619,14.0653,14.5763,149200
2021-09-22,PNJ,40.8787,42.0067,40.3824,42.0084,688300
2021-09-22,VNM,69.3309,71.8378,69.3309,71.6857,10050100
2021-09-22,VHM,75.7848,75.9791,73.8416,75.7848,8759600
2021-09-22,VCB,42.8335,43.3124,42.6594,43.314,362800
2021-09-22,NLG,32.5647,32.6424,31.9429,32.6465,2505700
2021-09-22,SSI,25.5286,25.5587,25.1066,25.1984,6579500
2021-09-22,REE,30.4985,31.4704,30.082,31.4713,1075900
2021-09-22,POW,9.6701,9.794,9.5461,9.7529,9702400
2021-09-22,TCB,23.5463,23.5463,23.0837,23.3642,4960100
2021-09-23,MWG,56.0395,59.0962,56.0395,58.4761,2591600
2021-09-23,FPT,46.6559,46.9563,46.5558,46.6073,1394200
2021-09-23,GMD,38.0365,38.5669,37.7335,38.038,2085500
2021-09-23,HCM,19.9525,20.3918,19.5864,20.1748,9071100
2021-09-23,HPG,26.2553,26.5624,26.0506,26.1028,17773400
2021-09-23,HSG,27.5699,28.0117,27.0986,27.3964,9668200
2021-09-23,MSN,120.9797,122.6313,118.0894,119.7545,932400
2021-09-23,CMG,27.9389,27.9389,26.5291,26.7031,80000
2021-09-23,NLG,32.6424,33.2642,32.6424,32.8408,2475700
2021-09-23,POW,9.8767,9.8767,9.7114,9.7116,7630800
2021-09-23,REE,31.4704,31.6092,30.6374,31.0085,831500
2021-09-23,SSI,25.3176,25.7396,25.197,25.2587,5774900
2021-09-23,TCB,23.4076,23.7314,23.13,23.2254,8627900
2021-09-23,VCB,43.3559,43.7041,42.8771,43.314,676000
2021-09-23,VHM,75.882,77.2422,75.7848,77.0479,4687300
2021-09-23,VNM,71.6811,72.3862,70.8194,71.1373,3941300
2021-09-23,VSC,14.3975,14.5969,14.0653,14.089,314900
2021-09-23,PNJ,42.0067,42.0067,41.5104,41.6023,371100
2021-09-24,HSG,27.2753,27.5699,26.5095,26.7483,12252700
2021-09-24,HPG,26.1018,26.4601,25.9483,26.0005,15884400
2021-09-24,HCM,20.1721,20.4284,19.9525,19.9551,4528300
2021-09-24,MSN,119.741,120.1539,117.0984,117.6072,1161000
2021-09-24,FPT,46.6559,46.6559,46.4056,46.4071,1449000
2021-09-24,CMG,26.9136,26.9136,25.8456,25.8486,121300
2021-09-24,GMD,37.885,38.0365,36.3696,37.1287,3742600
2021-09-24,MWG,58.5646,59.362,57.6343,57.8116,1318800
2021-09-24,VSC,14.2868,14.2868,13.9102,14.1333,98900
2021-09-24,PNJ,41.6006,41.6006,41.2397,41.512,295800
2021-09-24,VNM,71.2894,71.6028,70.8977,71.0589,2990000
2021-09-24,VHM,77.0479,78.0195,76.4649,77.3394,4577300
2021-09-24,VCB,43.3124,43.4429,43.2253,43.314,454700
2021-09-24,NLG,32.8367,33.4196,32.3315,32.8408,1273000
2021-09-24,SSI,25.3176,25.4984,25.1669,25.1984,5155100
2021-09-24,REE,31.0076,31.1464,30.1746,30.1755,571300
2021-09-24,POW,9.7527,9.7527,9.5874,9.5876,7779100
2021-09-24,TCB,23.4538,23.8239,23.2688,23.4105,7364700
2021-09-27,CMG,25.6747,25.8029,24.0514,24.4814,201000
2021-09-27,FPT,46.5057,46.8061,46.1053,46.1067,1546100
2021-09-27,GMD,37.1273,37.6577,36.0665,36.0679,2045500
2021-09-27,HCM,20.0257,20.0989,18.8542,18.9299,4020400
2021-09-27,HPG,26.3065,26.6136,25.9994,26.0005,28469400
2021-09-27,HSG,27.0397,27.2753,25.9204,25.9234,12960700
2021-09-27,MWG,57.147,57.147,55.818,55.8181,3738200
2021-09-27,NLG,32.7201,32.7201,31.8652,31.8692,1634100
2021-09-27,MSN,117.8417,118.5023,111.483,111.4956,1213100
2021-09-27,POW,9.6287,9.8354,9.5461,9.5463,9429800
2021-09-27,PNJ,41.3299,42.1872,40.969,41.0608,461100
2021-09-27,VNM,70.976,71.6028,69.5659,69.5704,5053900
2021-09-27,VHM,77.3314,77.3314,75.9713,75.9791,5151700
2021-09-27,VCB,43.3124,43.3994,42.6594,42.6611,465500
2021-09-27,VSC,14.0874,14.176,13.6444,13.6459,162400
2021-09-27,SSI,25.197,25.2875,24.112,24.1133,10914300
2021-09-27,REE,30.1746,30.5448,28.6936,28.6945,1197000
2021-09-27,TCB,23.4538,23.6389,22.8987,22.9016,6850300
2021-09-28,MSN,111.4004,116.1901,110.7398,112.3215,1284000
2021-09-28,CMG,24.3504,25.4611,23.496,25.2078,88100
2021-09-28,FPT,45.905,46.5558,45.8049,46.5573,1393500
2021-09-28,GMD,35.8392,37.1652,35.6119,37.1287,1999000
2021-09-28,HCM,18.8908,19.6962,18.6711,19.6988,3837700
2021-09-28,HPG,25.8971,26.9719,25.8971,26.9217,35611100
2021-09-28,HSG,25.9204,27.2164,25.6553,27.1018,10352500
2021-09-28,MWG,55.1978,56.261,54.8877,56.1282,1344700
2021-09-28,VHM,75.299,77.145,75.2018,76.2706,5298500
2021-09-28,PNJ,41.0592,41.9616,40.8787,41.9633,771500
2021-09-28,POW,9.5461,9.7527,9.4634,9.7116,7279400
2021-09-28,REE,28.4622,29.8506,28.4622,29.8515,990900
2021-09-28,SSI,24.112,24.6545,24.0517,24.475,6877900
2021-09-28,TCB,22.8062,23.0606,22.5749,23.0404,5568700
2021-09-28,VCB,42.5723,43.2253,42.4418,43.1835,484500
2021-09-28,VNM,69.5659,70.4277,68.9392,69.9621,3757200
2021-09-28,NLG,31.4766,33.031,31.4766,33.0351,2458800
2021-09-28,VSC,13.5115,13.578,13.29,13.4465,157600
2021-09-29,HSG,26.8041,27.3932,26.8041,27.0429,7482900
2021-09-29,HPG,26.9719,27.4325,26.9207,27.28,34898800
2021-09-29,HCM,19.7328,19.7694,19.2203,19.2594,2921300
2021-09-29,CMG,25.2048,25.2048,23.5387,25.165,50600
2021-09-29,FPT,46.5558,46.756,46.2054,46.6574,1177400
2021-09-29,MSN,114.7036,116.4378,113.9604,116.451,563500
2021-09-29,GMD,36.5211,37.1273,36.4833,36.8635,1367100
2021-09-29,MWG,56.1724,56.9255,56.1724,56.6155,1208800
2021-09-29,VHM,76.2628,76.6514,75.4856,75.9791,2992100
2021-09-29,PNJ,41.6006,42.097,41.6006,42.0986,365700
2021-09-29,NLG,32.6424,33.031,32.4481,32.6076,1123400
2021-09-29,VNM,69.9576,70.5843,69.4876,70.1971,2763400
2021-09-29,VCB,43.3124,43.3124,42.4418,42.8787,565000
2021-09-29,VSC,13.4451,13.4672,12.9356,13.0256,197700
2021-09-29,SSI,24.4134,24.4435,23.9914,24.1736,5520900
2021-09-29,REE,29.6192,30.3134,29.6192,30.1292,669000
2021-09-29,TCB,22.7599,23.0144,22.6211,22.8553,5676700
2021-09-29,POW,9.7114,10.2486,9.7114,10.0835,31387100
2021-09-30,CMG,24.7776,25.1621,24.7776,25.1223,44700
2021-09-30,FPT,46.8061,47.0063,46.5558,46.5573,996900
2021-09-30,GMD,36.9379,38.0365,36.9,37.5834,1232100
2021-09-30,HCM,19.2935,19.4765,19.0372,19.0397,2725400
2021-09-30,HPG,27.4837,27.4837,27.023,27.0753,23148500
2021-09-30,HSG,27.1281,27.8055,27.1281,27.3964,9667300
2021-09-30,MWG,56.6154,57.147,56.1281,56.6155,1044400
2021-09-30,MSN,116.5204,119.2455,116.4378,117.7724,754600
2021-09-30,POW,10.2517,10.2937,9.9576,10.0416,9275300
2021-09-30,PNJ,42.0067,44.5334,41.9616,44.5352,1788800
2021-09-30,VSC,13.1128,13.6223,13.0907,13.513,128700
2021-09-30,VNM,70.4277,71.0544,70.1926,70.1971,2799400
2021-09-30,VHM,76.2706,77.145,75.9791,76.0763,3151100
2021-09-30,NLG,32.6424,33.031,32.5258,32.6076,1791700
2021-09-30,TCB,22.9912,23.315,22.945,22.9479,5275100
2021-09-30,SSI,24.2928,24.534,24.1723,24.5052,4365600
2021-09-30,REE,30.1283,30.2208,29.7118,30.1755,549800
2021-09-30,VCB,42.8771,42.9206,42.2676,42.3128,1199900
2021-10-01,CMG,24.863,25.8883,24.265,24.6951,88100
2021-10-01,FPT,46.5057,46.6059,46.3055,46.5072,1055400
2021-10-01,GMD,37.3546,37.8471,36.7485,36.9014,1634600
2021-10-01,HCM,18.9274,19.2569,18.4881,18.4905,5291400
2021-10-01,HPG,27.0742,27.4837,26.9719,27.3312,30478300
2021-10-01,HSG,27.1575,27.8644,27.1281,27.5437,9449700
2021-10-01,MSN,117.2636,118.0894,115.612,115.6251,859300
2021-10-01,MWG,56.261,56.6154,55.818,55.9067,1086600
2021-10-01,NLG,32.4092,32.487,31.9818,32.1023,1744800
2021-10-01,POW,9.9155,10.3777,9.9155,10.2517,18134400
2021-10-01,VSC,13.7995,13.7995,13.0685,13.2472,112800
2021-10-01,VNM,69.9576,70.8194,69.8009,70.3538,3805400
2021-10-01,VHM,76.0763,76.0763,74.8132,74.8132,4115400
2021-10-01,PNJ,43.7664,44.8944,43.7664,44.6706,610700
2021-10-01,TCB,22.945,23.0375,22.6211,22.6703,6502800
2021-10-01,SSI,24.2326,24.3531,23.6298,23.631,10729800
2021-10-01,REE,30.1283,30.6836,29.8506,30.4994,834700
2021-10-01,VCB,42.3547,42.7465,41.7017,41.7469,1611900
2021-10-04,MSN,117.181,118.0894,115.6946,116.6161,495400
2021-10-04,CMG,24.7349,24.9058,24.265,24.6523,65500
2021-10-04,FPT,46.5558,47.6571,46.2554,47.3583,2277800
2021-10-04,GMD,36.9,38.1123,36.9,37.356,2609100
2021-10-04,HCM,18.3782,18.4514,17.6826,17.685,5699200
2021-10-04,HPG,27.586,28.6096,27.586,28.406,45357500
2021-10-04,HSG,27.9233,28.7775,27.7761,28.6631,14606000
2021-10-04,MWG,55.375,55.9066,54.6219,55.9067,2190000
2021-10-04,NLG,31.8652,32.5647,31.6709,32.3355,1498700
2021-10-04,PNJ,44.6688,45.12,43.7664,44.5803,434000
2021-10-04,VNM,70.8977,71.3677,70.5843,70.6672,3060200
2021-10-04,VHM,74.8132,75.9791,74.0359,75.7848,4104600
2021-10-04,VCB,41.7888,42.0065,41.0923,41.181,913400
2021-10-04,VSC,13.2014,13.2236,12.9356,13.1807,205500
2021-10-04,SSI,23.5092,23.5695,22.816,23.2693,10207600
2021-10-04,REE,30.8225,32.3497,30.5911,32.3044,2540500
2021-10-04,POW,10.4617,10.8399,10.4617,10.6298,32008500
2021-10-04,TCB,22.5749,22.6443,22.3436,22.3695,9510600
2021-10-05,MSN,117.8417,118.0068,116.1075,116.6161,599300
2021-10-05,CMG,24.5213,25.4611,24.3504,25.3787,80000
2021-10-05,FPT,47.557,48.0576,47.2566,47.2581,1392800
2021-10-05,GMD,37.1273,37.3546,36.559,36.5604,3092800
2021-10-05,HCM,17.9023,18.5979,17.8657,18.3807,3975000
2021-10-05,HPG,28.4049,28.6096,28.2002,28.3036,26571500
2021-10-05,HSG,28.6597,28.6892,28.1884,28.1917,10164800
2021-10-05,MWG,55.818,56.1724,55.4193,56.1725,939300
2021-10-05,VSC,12.9135,13.2457,12.9135,13.1585,75400
2021-10-05,PNJ,43.9018,44.2176,43.4506,43.7681,548000
2021-10-05,POW,10.6705,10.8386,10.5445,10.7138,22312000
2021-10-05,REE,32.3497,32.4886,32.072,32.3044,979700
2021-10-05,SSI,23.7805,24.534,23.6298,24.3544,9677500
2021-10-05,TCB,22.4824,22.7599,22.4824,22.7165,5889900
2021-10-05,VCB,41.397,41.8323,41.397,41.6163,973700
2021-10-05,VHM,75.5827,77.3314,75.2913,77.145,4573100
2021-10-05,VNM,70.741,70.741,70.1926,70.1971,2268000
2021-10-05,NLG,32.3315,32.9921,32.1372,32.8408,1517200
2021-10-06,HSG,28.2768,28.7186,28.1884,28.4863,7493400
2021-10-06,HPG,28.5584,28.8143,28.3537,28.7131,26766100
2021-10-06,HCM,18.4881,18.5247,18.122,18.1244,3397800
2021-10-06,MSN,117.6765,117.6765,116.3552,117.442,540300
2021-10-06,GMD,36.5969,36.9,36.1423,36.371,2581600
2021-10-06,FPT,47.3067,47.4068,46.9062,47.2581,1571300
2021-10-06,CMG,25.4184,25.5466,24.9912,25.3787,42400
2021-10-06,MWG,56.1281,57.59,55.9952,56.837,1692400
2021-10-06,VSC,13.1128,13.1571,13.0021,13.1585,145200
2021-10-06,PNJ,43.7664,44.3981,43.1347,44.2645,381000
2021-10-06,VNM,70.1926,70.5843,69.8793,69.9621,2498500
2021-10-06,VHM,77.4365,78.2138,77.3394,78.2138,4488000
2021-10-06,VCB,41.6147,41.6147,41.2664,41.6163,691200
2021-10-06,NLG,32.9921,33.6916,32.9921,33.6958,3063800
2021-10-06,SSI,24.534,24.5641,24.0517,24.0832,7264600
2021-10-06,REE,32.4423,33.229,32.3497,33.23,926800
2021-10-06,POW,10.7979,11.0079,10.6718,10.7979,18554500
2021-10-06,TCB,22.8756,23.3613,22.7599,23.2717,8579800
2021-10-07,MWG,56.3939,56.8369,56.3939,56.7041,966000
2021-10-07,FPT,47.5069,47.557,47.1065,47.2081,1497000
2021-10-07,GMD,36.4454,37.7713,36.3696,37.6591,3768400
2021-10-07,HCM,18.122,18.305,17.9389,17.9413,5363800
2021-10-07,HPG,28.8655,29.0191,28.4049,28.4572,26772300
2021-10-07,HSG,28.5419,28.5714,27.9823,28.0444,11515700
2021-10-07,MSN,118.0894,118.0894,116.4378,117.0291,548300
2021-10-07,CMG,26.4864,26.4864,25.2902,26.1904,44100
2021-10-07,NLG,33.6528,34.1191,33.3807,33.6569,2713000
2021-10-07,POW,10.7979,10.7979,10.5878,10.6298,17101900
2021-10-07,REE,33.4604,33.4604,32.9051,32.9986,572900
2021-10-07,SSI,24.112,24.6847,23.9613,24.5353,8504400
2021-10-07,TCB,23.4076,23.5001,23.13,23.1329,5414900
2021-10-07,VCB,41.6147,42.137,41.3535,42.1387,797200
2021-10-07,VHM,78.311,78.5053,77.4365,77.728,2556200
2021-10-07,VNM,69.9576,70.036,69.5659,69.5704,2981800
2021-10-07,VSC,13.2236,13.7109,13.2236,13.5573,201400
2021-10-07,PNJ,44.2627,44.6688,43.7664,43.7681,414300
2021-10-08,HSG,28.1295,28.4535,27.9233,28.0739,7299400
2021-10-08,HPG,28.5584,28.7632,28.2514,28.5084,21693600
2021-10-08,HCM,17.9755,18.2318,17.7742,17.8314,10083800
2021-10-08,MSN,117.2636,120.5668,117.181,120.1675,1009100
2021-10-08,FPT,47.557,49.8097,47.2566,49.5109,8305600
2021-10-08,CMG,26.2301,26.2301,25.632,26.1904,75800
2021-10-08,GMD,37.885,39.4004,37.885,38.7957,4968600
2021-10-08,MWG,56.4825,57.3685,56.3939,57.0585,1503700
2021-10-08,NLG,33.8859,34.5465,33.8082,34.2011,2671000
2021-10-08,PNJ,43.9469,44.8944,43.5408,44.8962,647900
2021-10-08,VNM,69.6443,70.506,69.4876,70.1971,2618600
2021-10-08,VHM,77.5257,78.4972,77.4286,77.6308,3466200
2021-10-08,VCB,42.05,42.2241,41.6147,42.2258,697000
2021-10-08,VSC,13.6223,13.8438,13.6223,13.8453,250500
2021-10-08,SSI,24.534,24.8354,24.4134,24.6257,6802700
2021-10-08,REE,33.3216,33.3216,32.2572,32.6284,726200
2021-10-08,POW,10.6705,10.6705,10.4185,10.4617,18392600
2021-10-08,TCB,23.1763,23.5463,23.13,23.4568,7634900
2021-10-11,MSN,120.1539,122.6313,118.0894,121.4063,924200
2021-10-11,CMG,26.1874,26.1874,25.7174,26.0623,35200
2021-10-11,FPT,49.5594,49.7096,49.209,49.6611,2295500
2021-10-11,GMD,39.0216,39.1731,38.2639,38.6442,2910600
2021-10-11,HCM,18.2438,18.7959,18.2438,18.7276,4698700
2021-10-11,HPG,28.712,29.3261,28.5073,29.2761,25548600
2021-10-11,HSG,28.2768,28.6892,27.9823,28.1917,8968400
2021-10-11,MWG,57.1027,57.4571,56.4825,57.3686,1749700
2021-10-11,NLG,34.3522,34.974,33.9248,33.9679,2838400
2021-10-11,PNJ,45.12,46.0224,44.5334,46.0242,731100
2021-10-11,VNM,70.506,70.8194,70.1143,70.5105,2474800
2021-10-11,VHM,77.6308,78.6996,77.2422,78.6996,5384000
2021-10-11,VCB,42.2241,42.8335,42.137,42.4434,1096000
2021-10-11,VSC,13.9545,14.0431,13.7109,13.7124,261900
2021-10-11,SSI,24.7148,25.2573,24.7148,25.2587,8232600
2021-10-11,REE,32.396,32.7662,32.396,32.6284,624400
2021-10-11,POW,10.4185,10.5865,10.2504,10.4197,22294500
2021-10-11,TCB,23.5926,24.5178,23.5926,24.5209,23096400
2021-10-12,MSN,121.8055,122.6313,119.741,120.1675,675700
2021-10-12,CMG,26.1874,26.1874,25.632,26.0195,26700
2021-10-12,FPT,49.6595,49.6595,49.3091,49.561,1125300
2021-10-12,GMD,38.6427,38.6427,37.885,38.2653,4179100
2021-10-12,HCM,18.8679,18.8919,18.4839,18.4875,2914700
2021-10-12,HPG,29.3261,29.4797,29.0702,29.1737,18107600
2021-10-12,HSG,28.3357,28.483,28.1001,28.4863,10477600
2021-10-12,MWG,57.3685,58.8304,57.3685,58.5204,2282000
2021-10-12,VSC,13.7109,13.733,13.4451,13.513,475200
2021-10-12,PNJ,45.8419,46.0224,45.12,45.1218,399200
2021-10-12,POW,10.4185,10.6705,10.4185,10.6718,22139000
2021-10-12,REE,32.6737,33.7844,32.5811,33.5077,896200
2021-10-12,SSI,25.2573,25.408,24.9559,24.9573,7551900
2021-10-12,TCB,24.7028,24.7028,24.3328,24.5209,14216500
2021-10-12,VCB,42.79,42.79,42.2241,42.2258,761100
2021-10-12,VHM,78.6915,79.2744,78.1086,78.6024,8096900
2021-10-12,VNM,70.8194,71.5244,70.5843,70.8239,3616300
2021-10-12,NLG,33.9636,34.3911,33.6139,33.7347,2892200
2021-10-13,HSG,28.5714,28.7481,28.1884,28.339,7021900
